Proteome Id	Organism	Organism Id	Protein count
UP000259464	Ralstonia phage GP4	2282904	83
UP000259467	Gordonia phage Ruthy	2250323	73
UP000259472	Mycobacterium phage Aminay	2250291	105
UP000259519	Mycobacterium phage Arlo	2283250	96
UP000259530	Lactococcus phage vB_Llc_bIBB5g1	2053705	55
UP000259635	Gordonia phage SketchMex	2250418	67
UP000259680	Arthrobacter phage MediumFry	2250415	85
UP000259687	Simian immunodeficiency virus - agm.tan-1	349975	7
UP000259796	Leptospira phage LE4	2041383	81
UP000259803	Mycobacterium phage Zeeculate	2282911	91
UP000259812	Mycobacterium phage Thonko	2282910	108
UP000259841	Mycobacterium phage Pita2	2283258	91
UP000259852	Mariniflexile sp. TRM1-10	2027857	4002
UP000259857	Mycobacterium phage Gorge	2283295	103
UP000259916	Vibrio phage vB_VpaP_KF1	2041472	46
UP000259934	Paenibacillus phage Arcticfreeze	2249772	66
UP000259950	Synechococcus virus S-PRM1	2100130	190
UP000259984	Mycobacterium phage Harley	2282909	107
UP000259996	Mycobacterium phage Ryadel	2283292	132
UP000260058	Gordonia phage Frokostdame	2250320	84
UP000260138	Arthrobacter phage Breylor17	2250409	84
UP000260167	Mycobacterium phage DrFeelGood	2250326	85
UP000260216	Streptomyces phage Wollford	2283267	212
UP000260273	Gordonia phage Pleakley	2283246	96
UP000260281	Flavobacteriaceae bacterium	1871037	3010
UP000260311	Vibrio phage YC	2267403	195
UP000260367	Microbacterium phage Eden	2250289	69
UP000260425	Bacillus phage BSP38	2283013	254
UP000260447	Simian immunodeficiency virus - agm.sab-1	349974	8
UP000260452	Lactobacillus phage Lb	2048517	61
UP000260494	Bacillus phage Wes44	2283012	54
UP000260516	Vibrio phage BONAISHI	2283011	301
UP000260529	Erwinia phage Pavtok	2267655	62
UP000260554	Sphingomonas phage Scott	2282912	51
UP000260583	Serratia phage Scapp	2282409	59
UP000261704	Profundibacter amoris	2171755	3454
UP000261731	Gordonia phage Neville	2301693	129
UP000261755	Escherichia phage PD38	2316016	84
UP000261782	Mycobacterium phage Ruby	2301713	99
UP000261814	Escherichia phage LL11	2315628	55
UP000261817	Curvibacter phage P26059B	1983784	46
UP000261875	Candidatus Fukatsuia symbiotica	1878942	2350
UP000261914	Cylindrospermopsis raciborskii virus RM-2018a	2293728	77
UP000262004	Hydrogenophilus thermoluteolus (Pseudomonas hydrogenothermophila)	297	2138
UP000262007	Vibrio phage ICP1_2011_A	1296592	222
UP000262077	Mycobacterium phage Renaud18	2301701	112
UP000262121	Mycobacterium phage PherrisBueller	2301569	88
UP000262155	Mycobacterium phage QuickMath	2301570	105
UP000262209	Salmonella virus VSiP	2301721	73
UP000262230	Streptomyces phage Comrade	2301714	228
UP000262250	Mycobacterium phage Maroc7	2301709	92
UP000262320	Bacteroides phage crAss001 (Bacteroides phage PhiCrAss001)	2301731	104
UP000262321	Gordonia phage Horus	2301696	103
UP000262397	Methanobacterium virus Drs3	1430441	39
UP000262440	Dickeya phage vB_DsoM_AD1	2283029	330
UP000262714	Bacillus phage v_B-Bak10	2094736	115
UP000262719	Gordonia phage Schmidt	2301697	76
UP000262757	Sinorhizobium phage phiM6	2301527	121
UP000262764	Salmonella phage Sw2	2316014	176
UP000262802	Hymenobacter oligotrophus	2319843	3520
UP000262827	Bacillus phage BC01	2039884	239
UP000262887	Mycobacterium phage Spikelee	2301571	104
UP000262963	Clostridium phage susfortuna	2316154	28
UP000263012	Halalkaliarchaeum desulfuricum	2055893	3224
UP000263072	Dickeya phage vB_DsoM_JA33	2283032	321
UP000263077	Salmonella virus VSe103	2301720	57
UP000263119	Altererythrobacter sp. B11	2060312	3568
UP000263200	Gordonia phage Skysand	2301559	95
UP000263214	Bacillus phage Kioshi	2301685	243
UP000263220	Dickeya phage vB_DsoP_JA10	2283033	50
UP000263232	Suicoccus acidiformans	2036206	2209
UP000263235	Mycobacterium phage Crispicous1	2301549	89
UP000263262	Gordonia phage Ashertheman	2301692	85
UP000263300	Mycobacterium phage IPhane7	2301552	137
UP000263302	Mycobacterium phage EleanorGeorge	2301563	108
UP000263326	Dickeya phage vB_DsoM_JA29	2283031	318
UP000263372	Gordonia phage Angelique	2301691	76
UP000263402	Gordonia phage TillyBobJoe	2301560	93
UP000263419	Escherichia phage vB_EcoM_IME392	2301649	85
UP000263420	Mycobacterium phage Burwell21	2301702	100
UP000263445	Mycobacterium phage Amochick	2301540	86
UP000263633	Rhizophagus sp. MUCL 43196	1803374	22985
UP000263690	Sulfolobus filamentous virus 1 (SFV1) (Sulfolobus virus SFV-1)	2304198	64
UP000263691	Mycobacterium phage Rando14	2301556	91
UP000263748	Neorhizobium sp. SOG26	2060726	4290
UP000263900	Paraflavitalea soli	2315862	6406
UP000263904	Bacillus phage v_B-Bak1	2094735	120
UP000263939	Curvibacter phage P26059A	1983783	124
UP000263976	Mycobacterium phage Adahisdi	2301546	84
UP000264006	Euzebya pacifica	1608957	5625
UP000264051	Gordonia phage Catfish	2301538	78
UP000264086	Streptomyces phage Hank144	2301573	78
UP000264120	Komagataeibacter saccharivorans	265959	3405
UP000264161	Mycobacterium phage JoeyJr	2301566	107
UP000264229	Escherichia phage PGN829.1	2315696	84
UP000264237	Streptomyces phage Thestral	2301715	82
UP000264442	Salmonella virus VSt472	2301723	82
UP000264531	Gordonia phage Phistory	2301694	106
UP000264535	Dickeya phage Dagda_B1	2320189	53
UP000264538	Mycobacterium phage KristaRAM	2301700	113
UP000264631	Streptomyces phage LibertyBell	2301574	79
UP000264686	cyanobacterium endosymbiont of Rhopalodia gibberula	1763363	1671
UP000264772	Breoghania sp. L-A4	2304600	4084
UP000264876	Frondihabitans sp. 762G35	1446794	3211
UP000264883	Clostridium isatidis	182773	2554
UP000265240	Listeria phage LWP01	1633782	56
UP000265520	Trifolium medium	97028	116147
UP000265560	Pseudomonas cavernae	2320867	4303
UP000265618	Kipferlia bialata	797122	16753
UP000265703	Glomus cerebriforme	658196	20972
UP000265711	Bacillus sp. Y1	352858	4676
UP000265719	Thermobifida halotolerans	483545	4067
UP000265725	Paenisporosarcina cavernae	2320858	2474
UP000265809	Papillomaviridae RPVne-OR02-zj	2336760	6
UP000265820	Dianke virus	2060479	3
UP000265887	endosymbiont GvMRE of Glomus versiforme	2039283	2357
UP000266085	Arachis pintoi virus	1921009	5
UP000266118	Arachidicoccus soli	2341117	3298
UP000266127	Mahlapitsi orthoreovirus	2170064	11
UP000266204	Escherichia phage C130_2	2234093	59
UP000266313	Methylocaldum marinum	1432792	5413
UP000266412	Clostridium phage CDKM9	1868594	75
UP000266453	Alternaria sp. MG1	1678846	4966
UP000266459	Clostridium phage CDKM15	1868595	79
UP000266673	Gigaspora rosea	44941	31020
UP000266745	Candidatus Nitrosotenuis cloacae	1603555	1717
UP000266796	Candidatus Kinetoplastibacterium sorsogonicusi	1576550	670
UP000266841	Thalassiosira oceanica (Marine diatom)	159749	34431
UP000266861	Diversispora epigaea	1348612	28108
UP000266887	Streptococcus phage CHPC1073	2365023	45
UP000266910	Arthrobacter phage Auxilium	2419948	93
UP000266911	Sewage-associated circular DNA virus-6	1519395	2
UP000266920	Streptococcus phage CHPC1041	2365015	51
UP000266934	Blastochloris tepida	2233851	3554
UP000266954	Streptococcus phage CHPC930	2365051	46
UP000266996	Arthrobacter phage DrManhattan	2419955	72
UP000267027	Angiostrongylus costaricensis (Nematode worm)	334426	13350
UP000267096	Anisakis simplex (Herring worm)	6269	20779
UP000267142	Microbacterium phage Burro	2315703	49
UP000267174	Basavirus sp.	1930507	1
UP000267194	Sewage-associated circular DNA virus-8	1519397	3
UP000267239	Sphingobium sp. YG1	2082188	4878
UP000267250	Anoxybacter fermentans	1323375	3011
UP000267268	Flammeovirga pectinis	2494373	4986
UP000267334	Fly associated circular virus 5	2293285	2
UP000267340	Streptococcus phage CHPC1036	2365012	48
UP000267342	Zymobacter palmae	33074	2668
UP000267343	Alces alces faeces associated genomovirus MP43	2219114	2
UP000267347	Mosquito VEM virus SDRBAJ	1034806	3
UP000267456	Porcine stool-associated circular virus 3	1328032	2
UP000267604	Alces alces faeces associated microvirus MP15 5067	2219136	4
UP000267628	Arthrobacter phage Nandita	2419963	66
UP000267629	Poophage MBI-2016a	1926504	7
UP000267655	Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	1519
UP000267721	Streptococcus phage CHPC1246	2365032	53
UP000267737	Streptococcus phage CHPC931	2365052	49
UP000267788	Streptococcus phage CHPC642	2365038	49
UP000267815	Microbacterium phage Bernstein	2419972	68
UP000267821	Terfezia boudieri ATCC MYA-4762	1051890	12026
UP000267889	Streptococcus phage CHPC1057	2365020	45
UP000267890	Streptococcus phage SW15	2419635	44
UP000267900	Streptomyces luteoverticillatus (Streptoverticillium luteoverticillatus)	66425	6118
UP000267934	Erwinia phage phiEaP8	2178928	78
UP000267964	Bolahun virus variant 2	1903560	6
UP000268014	Haemonchus placei (Barber's pole worm)	6290	21409
UP000268025	Murine feces-associated gemycircularvirus 2	2171385	2
UP000268059	Intestinibaculum porci	2487118	2890
UP000268069	Streptococcus phage CHPC927	2365048	48
UP000268073	Giant panda associated gemycircularvirus	2016461	3
UP000268084	Nakamurella antarctica	1902245	2873
UP000268180	Streptococcus phage CHPC1156	2365030	44
UP000268192	Georhizobium profundi	2341112	4118
UP000268208	Pseudomonas phage phiPA01_EW	2340714	71
UP000268265	Fly associated circular virus 4	2293284	2
UP000268320	Escherichia phage FEC19	2315486	93
UP000268329	Streptomyces dangxiongensis	1442032	6390
UP000268357	Weissella phage PWc	1970788	54
UP000268385	Vibrio phage pre-CTX	689414	6
UP000268464	Cladosporium fulvum T-1 virus	2052899	3
UP000268506	Arthrobacter phage Corgi	2419952	26
UP000268520	Pacific flying fox faeces associated circular DNA virus-8	1796017	2
UP000268524	Lynx canadensis faeces associated genomovirus CL1 74	2219128	2
UP000268570	Streptococcus phage CHPC954	2365057	45
UP000268651	Mycobacterium phage Zerg	2488980	104
UP000268731	Lactobacillus phage Dionysus	2315484	172
UP000268786	Wilkie partiti-like virus 2	2010284	1
UP000268902	Arthrobacter phage Adaia	2419945	28
UP000268950	Escherichia phage N7	2340720	56
UP000268972	Pimoid spider associated circular virus 1	2293297	2
UP000269005	Alces alces faeces associated microvirus MP3 6497	2219139	3
UP000269019	Corynebacterium choanae	1862358	2308
UP000269031	Mycobacterium phage Galactic	2301612	109
UP000269097	Cohnella candidum	2674991	4698
UP000269124	Cattle blood-associated gemycircularvirus	2077296	2
UP000269132	Mycobacterium phage Whouxphf	2484216	108
UP000269137	Lactobacillus phage EV3	980881	43
UP000269292	Mycobacterium phage Saguaro	2315616	93
UP000269322	Lepus americanus faeces associated microvirus SHP1 6472	2219217	3
UP000269323	Caulobacter phage Kronos	2340873	58
UP000269345	Arthrobacter phage Richie	2419967	98
UP000269367	Streptococcus phage CHPC1248	2365034	53
UP000269374	Lactococcus allomyrinae	2419773	2440
UP000269389	Streptococcus phage SW6	2419655	42
UP000269396	Schistosoma mattheei	31246	22244
UP000269406	Thermus phage phiKo	2301535	26
UP000269468	Mycobacterium phage Arcanine	2315612	94
UP000269536	Streptococcus phage SW9	2419657	38
UP000269553	Serratia phage vB_SmaA_3M	2419930	201
UP000269586	Cybaeus spider associated circular virus 1	2293277	2
UP000269657	Streptococcus phage CHPC640	2365037	55
UP000269721	Blyttiomyces helicus	388810	12137
UP000269742	Pseudomonas phage GP100	2055238	76
UP000269789	Sewage-associated circular DNA virus-10	1519386	2
UP000269796	Grasshopper associated circular virus 1	2293293	2
UP000269806	Human feces pecovirus	1820160	2
UP000269850	Diporeia-associated CRESS-DNA virus LH481	1974422	2
UP000269883	Desulfovibrio ferrophilus	241368	3428
UP000269999	Alces alces faeces associated genomovirus MP157	2219113	2
UP000270021	Flaviflexus salsibiostraticola	1282737	2276
UP000270032	Arthrobacter phage Anjali	2484217	27
UP000270090	Gopherus associated circular DNA virus 1	2041419	2
UP000270094	Strongylus vulgaris (Blood worm)	40348	20844
UP000270095	Enterobacteria phage XTG1	1651201	83
UP000270296	Soboliphyme baturini	241478	13153
UP000270301	Arthrobacter phage Hestia	2419609	89
UP000270333	Bark beetle-associated genomovirus 4	2230899	2
UP000270463	Sewage-associated circular DNA virus-9	1519398	2
UP000270530	Aerosticca soli	2010829	2599
UP000270538	Chryseobacterium sp. 6424	2039166	2269
UP000270557	Streptococcus phage CHPC1040	2365014	45
UP000270589	Lupine feces-associated gemycircularvirus 1	2017711	2
UP000270605	Pectobacterium phage Koot_B1	2489629	54
UP000270634	Gordonia phage Adora	2488781	77
UP000270678	Paenibacillus lutimineralis	2707005	5477
UP000270698	Streptococcus phage CHPC1062	2365021	54
UP000270714	Burkholderia phage phiE058	2321389	70
UP000270819	Enterobacter phage phi63_307	2340711	117
UP000270909	Podoviridae sp. ctdb7	2675443	54
UP000270953	Human herpesvirus 2 (HHV-2) (Human herpes simplex virus 2)	10310	74
UP000270973	Runella sp. SP2	2268026	5998
UP000271003	Sutterella megalosphaeroides	2494234	2112
UP000271045	Streptomyces sp. WAC 01438	2203204	6850
UP000271098	Gongylonema pulchrum	637853	26895
UP000271162	Nippostrongylus brasiliensis (Rat hookworm)	27835	22636
UP000271291	Streptomyces griseoviridis	45398	7410
UP000271313	Mycobacterium phage Paito	2315544	68
UP000271455	Fly associated circular virus 6	2293286	2
UP000271469	Gordonia insulae	2420509	5417
UP000271547	Diporeia-associated CRESS-DNA virus LM122	1974423	2
UP000271554	Streptomyces hundungensis	1077946	7355
UP000271559	Exiguobacterium phage vB_EalM-137	2419624	64
UP000271569	Chicken stool associated circular virus 1	2109373	2
UP000271573	Nocardioides baekrokdamisoli	1804624	2935
UP000271587	Corynebacterium gerontici	2079234	2094
UP000271614	Gopherus associated genomovirus 1	2041417	3
UP000271619	Murine feces-associated gemycircularvirus 1	2171384	2
UP000271664	Lactobacillus phage LR2	2419582	41
UP000271820	Streptomyces phage Yaboi	2301621	215
UP000271889	Cylicostephanus goldi (Nematode worm)	71465	13786
UP000271896	Bacillus phage AP631	2483609	56
UP000271908	Streptococcus phage SW3	2419649	45
UP000271981	Acinetobacter phage Loki	1970374	51
UP000271990	Mycobacterium phage Chewbacca	2341077	74
UP000272100	Streptococcus phage CHPC1148	2365028	50
UP000272112	Streptococcus phage CHPC879	2365045	45
UP000272119	Arthrobacter phage Kepler	2419959	75
UP000272148	Lentibacter phage vB_LenP_ICBM3	2301530	56
UP000272237	Termite associated circular virus 3	2108551	2
UP000272247	Xanthomonas phage KPhi1	1927017	66
UP000272407	Arthrobacter phage Seahorse	2419611	100
UP000272460	Siphoviridae sp. ctdc_1	2675441	66
UP000272462	Ziziphus jujuba witches'-broom phytoplasma	135727	597
UP000272467	Streptococcus phage LF1	2419523	60
UP000272528	Paenibacillus albus	2495582	5743
UP000272578	Posavirus sp.	1930510	1
UP000272621	Lactococcus phage 2R15S	1874578	59
UP000272656	Streptococcus phage CHPC877	2365044	52
UP000272688	Sierra dome spider associated circular virus 1	2293299	2
UP000272700	Lactobacillus phage LR1	2419581	43
UP000272734	Alces alces faeces associated microvirus MP11 5517	2219134	6
UP000272745	Bacilladnaviridae sp.	2202647	6
UP000272813	Podoviridae sp. ctfa10	2675447	14
UP000272852	Gordonia phage Jifall16	2315532	93
UP000272942	Echinostoma caproni	27848	18535
UP000272984	Streptococcus phage SW19	2419639	46
UP000273025	Lactobacillus phage Lpa804	2059850	105
UP000273030	Longjawed orbweaver circular virus 2	2293295	2
UP000273033	Mycobacterium phage Nebkiss	2484213	175
UP000273034	Streptococcus phage CHPC1048	2365019	46
UP000273043	Spider associated circular virus 1	2293302	2
UP000273054	Brazilian cedratvirus IHUMI	2126980	533
UP000273069	Streptococcus phage CHPC925	2365047	45
UP000273112	Sierra dome spider associated circular virus 2	2293300	2
UP000273130	Canine feces-associated gemycircularvirus	2017709	2
UP000273144	Podoviridae sp. ctda_1	2675448	66
UP000273145	Paenibacillus lentus	1338368	4362
UP000273154	Parolsenella catena	2003188	1584
UP000273171	Podoviridae sp. ctbh1	2675446	54
UP000273331	Mycobacterium phage MilleniumForce	2315711	104
UP000273334	Lepus americanus faeces associated genomovirus SHP11	2219117	2
UP000273371	Escherichia phage C1	2340716	76
UP000273386	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	10376	1
UP000273391	Alces alces faeces associated genomovirus MP68	2219115	2
UP000273418	Pacific flying fox faeces associated circular DNA virus-13	1796008	3
UP000273429	Streptococcus phage CHPC929	2365050	58
UP000273471	Chryseobacterium sp. 3008163	2478663	3789
UP000273501	Streptomyces sp. W1SF4	2305220	7038
UP000273530	Gila monster-associated gemycircularvirus	2249931	3
UP000273568	Aeromonas phage SD04	2201378	67
UP000273593	Arthrobacter phage Yang	2419970	68
UP000273602	Culex negev-like virus 1	2010273	2
UP000273630	Mycobacterium phage BigPaolini	2488962	85
UP000273684	White spot syndrome virus	342409	183
UP000273779	Chicken stool associated circular virus 2	2109374	2
UP000273785	Streptococcus phage CHPC875	2365043	49
UP000273822	Arthrobacter phage Maureen	2419961	69
UP000273846	Streptococcus phage LF4	2419526	60
UP000273853	Sclerotinia sclerotiorum hypovirulence associated DNA virus 1-A	2231776	2
UP000273868	Mycobacterium phage IrishSherpFalk	2484210	106
UP000273883	Lynx canadensis faeces associated genomovirus CL1 46	2219124	2
UP000273975	Alces alces faeces associated microvirus MP18 4940	2219137	4
UP000273986	Klebsiella phage 1611E-K2-1	2047786	17
UP000274024	Giant house spider associated circular virus 1	2293288	2
UP000274108	Yersinia phage fEV-1	2077277	57
UP000274143	Burke-Gilman virus	1916647	1
UP000274183	Pythium polare bunya-like RNA virus 1	2137352	2
UP000274193	European bat 1 lyssavirus	57482	3
UP000274196	Extra small virus	230604	2
UP000274199	Bacillus phage vB_BcoS-136	2419619	238
UP000274224	Escherichia phage OLB35	2448911	272
UP000274267	Woodlouse hunter spider associated circular virus 1	2293310	2
UP000274274	Mycobacterium phage Froghopper	2488968	82
UP000274277	Bark beetle associated circular virus 1	2293274	2
UP000274321	Streptococcus phage CHPC1230	2365031	55
UP000274323	Corynebacterium phage Cruella	2483718	92
UP000274373	Microcystis phage Me-ZS1	2483660	73
UP000274386	Sulfitobacter sp. D7	1968541	3712
UP000274444	Sclerotinia sclerotiorum negative-stranded RNA virus 4	1708391	5
UP000274453	Lactobacillus phage BH1	1932007	57
UP000274458	Candidatus Annandia adelgestsuga	1302411	285
UP000274513	Arthrobacter phage Constance	2419950	70
UP000274637	Streptomyces phage Kromp	2315619	95
UP000274658	Streptococcus phage SW20	2419641	45
UP000274668	Arthrobacter phage Andrew	2419946	71
UP000274669	Bacillus phage StevenHerd11	2483852	37
UP000274731	Synechococcus phage S-CBWM1	2053653	178
UP000274759	Acinetobacter phage vB_AbaM_IME284	2419625	84
UP000274800	Tick-associated genomovirus 3	2025479	3
UP000274850	Cedratvirus lausannensis	2023205	643
UP000274925	Escherichia phage vB_Eco_SLUR63	2029170	89
UP000274947	Streptococcus phage CHPC952	2365056	46
UP000274968	Pacific flying fox faeces associated circular DNA virus-3	1796012	2
UP000275001	Culex mononega-like virus 2	2010272	6
UP000275022	Fly associated circular virus 3	2293283	2
UP000275028	Bacillus phage vB_BboS-125	2419618	80
UP000275035	Pectobacterium phage Khlen	2489627	55
UP000275069	Gryllotalpicola protaetiae	2419771	3481
UP000275078	Ascobolus immersus RN42	1160509	17778
UP000275089	Escherichia phage IMM-002	2041760	83
UP000275118	Bark beetle-associated genomovirus 5	2230900	2
UP000275141	Lynx canadensis faeces associated genomovirus CL5 48	2219132	2
UP000275171	Streptococcus phage 33888	2484226	57
UP000275234	Edwardsiella phage Edno5	2419942	76
UP000275237	Lynx canadensis faeces associated genomovirus CL3 128	2219129	2
UP000275242	Mycobacterium phage ArcusAngelus	2315613	103
UP000275254	Human feces-associated smacovirus	1914415	2
UP000275262	Enterobacter phage phiT5282H	2340712	39
UP000275368	Paenibacillus baekrokdamisoli	1712516	6378
UP000275438	Streptococcus phage CHPC1042	2365016	61
UP000275485	Citrus yellow vein-associated virus	1297894	2
UP000275581	Momordica charantia associated gemycircularvirus	2291613	2
UP000275588	Podoviridae sp. ctbd591	2675445	17
UP000275624	Lynx canadensis associated microvirus CLP 9366	2219140	4
UP000275636	Mycobacterium phage Bones	2488963	89
UP000275661	Lynx canadensis faeces associated genomovirus CL1 58	2219126	2
UP000275667	Mycobacterium phage Serendipitous	2301619	98
UP000275760	Enterobacteria phage KhF3	1651200	78
UP000275846	Schistocephalus solidus (Tapeworm)	70667	20172
UP000275851	Acinetobacter phage vB_AbaM_IME512	2419627	91
UP000275869	Tentweb spider associated circular virus 1	2293307	2
UP000275883	Mycoplasma struthionis	538220	590
UP000275921	Lupine feces-associated gemycircularvirus 2	2017710	2
UP000275942	Corynebacterium phage PeteyPab	2483663	91
UP000275945	Bacillus phage vB_BpsS-36	2419622	67
UP000275952	Water beetle associated circular virus 1	2293309	2
UP000276034	Streptococcus phage SW1	2419628	38
UP000276133	Brachionus plicatilis (Marine rotifer) (Brachionus muelleri)	10195	52387
UP000276176	Gordonia phage Eyes	2488782	65
UP000276212	Spinybacked orbweaver circular virus 1	2293305	2
UP000276215	Choiromyces venosus 120613-1	1336337	17720
UP000276253	Staphylococcus phage JBug18	2483712	20
UP000276254	Sphingomonas paeninsulae	2319844	3584
UP000276309	Euzebyella marina	1761453	3952
UP000276374	Alces alces faeces associated circular virus MP65	2219143	2
UP000276437	Methylomusa anaerophila	1930071	4152
UP000276661	Streptomyces phage JustBecause	2315618	325
UP000276663	Aerococcus phage vB_AviM_AVP	2495576	165
UP000276689	Streptococcus phage CHPC1014	2365007	47
UP000276741	Sulfodiicoccus acidiphilus	1670455	2410
UP000276826	Streptococcus phage SW28	2419648	45
UP000276888	Microbacterium lemovicicum	1072463	3276
UP000276928	Arthrobacter phage Sputnik	2419969	23
UP000276974	Vibrio phage fNo16	2315335	23
UP000277028	Arthrobacter phage Bridgette	2419949	71
UP000277067	Yado-kari virus 1	1148496	1
UP000277147	Rhodococcus sp. P1Y	1302308	5252
UP000277198	Halobacterium phage phiH (Bacteriophage phi-H)	169684	96
UP000277199	Giant panda associated partiti-like virus	2016462	1
UP000277204	Schistosoma margrebowiei	48269	25527
UP000277206	Alces alces faeces associated microvirus MP12 5423	2219135	6
UP000277243	Gordonia phage Affeca	2483664	87
UP000277274	Termite associated circular virus 4	2108552	2
UP000277304	Streptococcus phage CHPC663	2365039	52
UP000277408	Pimoid spider associated circular virus 2	2293298	2
UP000277409	Pacific flying fox faeces associated circular DNA virus-1	1796004	2
UP000277442	Streptococcus phage SW14	2419634	46
UP000277520	Bacillus phage BSP9	2041339	228
UP000277525	Arthrobacter phage Noely	2419964	23
UP000277534	Streptococcus phage CHPC1045	2365017	43
UP000277561	Human associated gemykibivirus 2	2004957	2
UP000277580	Morchella conica CCBAS932	1392247	11578
UP000277648	False black widow spider associated circular virus 1	2293279	2
UP000277685	Marinobacter phage AS1	2484222	52
UP000277710	Millipede associated circular virus 1	2293296	2
UP000277855	Acinetobacter phage KARL-1	2301662	253
UP000277895	Diabrotica virgifera virgifera virus 1	1920991	1
UP000277953	Podoviridae sp. ctdc61	2675449	10
UP000277970	Sulfolobales Beppu rod-shaped virus 1	2493121	52
UP000278018	Streptococcus phage CHPC873	2365042	51
UP000278024	Streptococcus phage SW1151	2419631	45
UP000278110	Lynx canadensis faeces associated genomovirus CL4 71	2219131	2
UP000278199	Sewage-associated circular DNA virus-5	1519394	2
UP000278210	Giant house spider associated circular virus 3	2293290	2
UP000278416	Arthrobacter phage KBurrousTX	2315608	107
UP000278453	Podoviridae sp. ctbj_2	2675442	56
UP000278471	Termite associated circular virus 1	2108549	2
UP000278488	Klebsiella phage Pylas	2419682	92
UP000278509	Streptococcus phage CHPC1033	2365010	46
UP000278521	Bark beetle-associated genomovirus 1	2230896	2
UP000278586	Gordonia phage Getalong	2315531	104
UP000278672	Podoviridae sp. ctcf755	2675444	48
UP000278763	Enterococcus phage VFW	1813888	129
UP000278769	Giant house spider associated circular virus 4	2293291	2
UP000278787	Streptococcus phage CHPC1091	2365026	46
UP000278789	Mycobacterium phage Fowlmouth	2419978	120
UP000278803	Tick-associated genomovirus 2	2025478	3
UP000278886	Protaetiibacter intestinalis	2419774	2836
UP000278941	Synechococcus phage S-H1	2488632	64
UP000279042	Bacilladnavirus sp.	2267680	9
UP000279070	Termite associated circular virus 2	2108550	1
UP000279086	Mycobacterium phage Flare16	2315707	97
UP000279087	Arthrobacter phage Isolde	2419610	96
UP000279098	Microbacterium phage Brahms	2419973	68
UP000279171	Streptococcus phage CHPC951	2365055	47
UP000279248	Pseudomonas phage Dobby	2483611	49
UP000279270	Chicken associated smacovirus	1932006	2
UP000279276	Streptococcus phage CHPC1247	2365033	48
UP000279277	Brevibacterium phage Cantare	2338395	130
UP000279330	Microbacterium phage OneinaGillian	2301604	103
UP000279389	Planarian secretory cell nidovirus	2100419	1
UP000279418	Arthrobacter phage Peas	2419965	68
UP000279490	Alces alces faeces associated microvirus MP21 4718	2219138	3
UP000279491	Cronobacter phage CS01	2496544	75
UP000279547	Streptococcus phage SW30	2419650	41
UP000279578	Mycobacterium phage Eaglehorse	2301611	93
UP000279600	Nonlabens ponticola	2496866	2545
UP000279601	Cronobacter phage Pet-CM3-4	1892569	279
UP000279621	Golden silk orbweaver associated circular virus 1	2293292	2
UP000279640	Cybaeus spider associated circular virus 2	2293278	2
UP000279685	Chimpanzee stool associated circular ssDNA virus	702718	6
UP000279721	Escherichia phage Skarpretter	2488654	63
UP000279733	Gordonia phage Fosterous	2483668	87
UP000279833	Schistosoma curassoni	6186	22688
UP000279838	Enterobacteria phage ATK47	1651196	209
UP000279959	Sphingobium amiense	135719	3954
UP000280107	Giant house spider associated circular virus 2	2293289	2
UP000280158	Podoviridae sp. ctjc_2	2675450	19
UP000280177	Mycobacterium phage NicoleTera	2315713	93
UP000280207	Mycobacterium phage LeMond	2419612	102
UP000280243	Microbacterium phage Johann	2484207	62
UP000280272	Mycobacterium phage Rhynn	2488788	86
UP000280317	Arthrobacter phage Faja	2419957	95
UP000280344	Flaviflexus ciconiae	2496867	2334
UP000280425	Streptococcus phage CHPC676	2365040	53
UP000280480	Streptomyces phage Microdon	2315717	79
UP000280539	Thermus phage phiMa	2301537	61
UP000280547	Gordonia phage Octobien14	2483673	143
UP000280567	Arthrobacter phage Ryan	2419968	70
UP000280624	Thermus phage phiLo	2301536	166
UP000280716	Spider associated circular virus 2	2293303	2
UP000280828	Human smacovirus 1	1595998	2
UP000280834	Brugia timori	42155	15861
UP000280853	Milolii virus	2005322	1
UP000280903	Microbacterium sp. ABRD28	2268461	3036
UP000280984	Streptococcus phage CHPC919	2365046	46
UP000280995	Trichobilharzia regenti (Nasal bird schistosome)	157069	22165
UP000281028	Chitinophaga solisilvae	1233460	6023
UP000281079	Mycobacterium phage Marley1013	2488787	101
UP000281103	Kirkovirus Equ1	1673637	5
UP000281126	Culex rhabdo-like virus	2010277	5
UP000281194	Exiguobacterium phage vB_EalM-132	2419623	168
UP000281209	Arthrobacter phage Polka	2419966	71
UP000281237	Microvirus sp.	2202559	5
UP000281281	Cricket associated circular virus 1	2293276	2
UP000281344	Tanay virus	1489714	3
UP000281382	Clostridium phage HM2	1874333	5
UP000281392	Streptomyces phage Olicious	2488981	64
UP000281413	Spinybacked orbweaver circular virus 2	2293306	2
UP000281422	Hudisavirus sp.	2021738	2
UP000281425	Euphorbia heterophylla associated gemycircularvirus	2291614	2
UP000281524	Yado-nushi virus 1-A	2094187	2
UP000281553	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	19927
UP000281557	Burkholderia phage phiE131	2321388	70
UP000281572	Corynebacterium phage Juicebox	2301600	59
